ID,Year,Mileage,State,Make,Model
5042,2010,114007," TX",Chevrolet,TraverseFWD
5043,2011,54395," MT",Buick,Lucerne4dr
5044,2010,67733," GA",Toyota,Corolla4dr
5045,2010,135077," VA",Nissan,Armada4WD
5046,2014,61174," CA",Ford,F-150XL
5047,2010,98998," TX",Nissan,Maxima4dr
5048,2015,45116," ME",GMC,Yukon
5049,2014,60432," GA",Ford,FusionSE
5050,2011,73066," OH",Chevrolet,ImpalaLT
5051,2015,30543," TX",Lexus,RX
5052,2014,38279," FL",GMC,TerrainFWD
5053,2001,188206," TN",Toyota,Sequoia4dr
5054,2007,108936," WI",Pontiac,G64dr
5055,2017,7504," SC",Ford,FusionSE
5056,2009,54654," GA",Honda,Civic
5057,2005,88794," TX",Hyundai,Sonata4dr
5058,2017,18618," IN",Jeep,Grand
5059,2012,53711," TX",Lexus,RXRX
5060,2016,40388," CA",Ford,FocusSE
5061,2012,71200," NC",Chrysler,3004dr
5062,2014,32681," IL",Lexus,CT
5063,2013,63445," PA",Hyundai,Santa
5064,2014,37467," WI",Ford,F-150XLT
5065,2003,120374," VA",Subaru,Forester4dr
5066,2016,24750," OR",BMW,3
5067,2007,157708," ID",Ford,F-1504WD
5068,2015,38975," IN",Buick,EnclaveLeather
5069,2010,55484," CT",Dodge,Grand
5070,2015,21054," MI",Chevrolet,CamaroConvertible
5071,2009,25777," PA",Mazda,MX5
5072,2014,37995," KY",Ford,ExplorerXLT
5073,2009,75537," TX",Lexus,RX
5074,2015,32522," WI",Chrysler,200Limited
5075,2013,21220," TX",Ford,FocusS
5076,2014,32448," PA",Chevrolet,MalibuLS
5077,2013,75280," TX",Ford,F-150SuperCrew
5078,2014,43512," NH",Chevrolet,Silverado
5079,2013,41539," MA",Jeep,WranglerSahara
5080,2015,34476," NY",Chevrolet,Silverado
5081,2011,62409," OH",Jeep,CompassLatitude
5082,2013,46876," FL",Volkswagen,Passat4dr
5083,2006,95856," IL",Hyundai,Santa
5084,2008,91923," FL",Chrysler,Town
5085,2016,28105," NV",Chrysler,200Limited
5086,2009,143803," UT",Nissan,MuranoAWD
5087,2015,21990," IN",Chevrolet,Malibu1LT
5088,2006,115979," OR",Ford,F-1504WD
5089,2011,96611," MO",Lexus,IS
5090,2011,84268," LA",Land,Rover
5091,2008,130116," FL",Lexus,LS
5092,2017,20237," CO",Toyota,RAV4XLE
5093,2015,27365," GA",Chevrolet,Silverado
5094,2007,111407," IL",Honda,CR-V4WD
5095,2016,45684," TX",Jeep,Wrangler
5096,2016,43243," AL",Toyota,CamryLE
5097,2016,11567," GA",Chevrolet,TraverseFWD
5098,2016,39441," TX",Chrysler,200Limited
5099,2017,18575," NC",Toyota,RAV4LE
5100,2016,34486," GA",Jeep,Wrangler
5101,2014,50208," TX",Nissan,Murano2WD
5102,2017,24551," MA",Chevrolet,TraverseAWD
5103,2017,17988," TX",Toyota,Tundra
5104,2016,21898," CA",Chevrolet,Silverado
5105,2014,26945," TN",Chevrolet,Silverado
5106,2007,92082," IL",Jeep,Compass4WD
5107,2007,104438," NM",Chevrolet,Avalanche2WD
5108,2015,43871," NV",Kia,OptimaLX
5109,2011,90711," CO",Nissan,Titan4WD
5110,2015,33999," GA",Honda,Accord
5111,2012,192746," FL",Ram,25004WD
5112,2014,94688," KY",Chevrolet,Silverado
5113,2015,47640," MO",Ford,FusionSE
5114,2017,25392," OK",Kia,Soul+
5115,2012,93953," AZ",Honda,Civic
5116,2015,34273," SC",Toyota,SiennaXLE
5117,2014,31070," PA",Toyota,RAV4XLE
5118,2012,42498," TX",Toyota,Tundra
5119,2017,8156," NC",Chevrolet,EquinoxFWD
5120,2015,21826," CA",Honda,Civic
5121,2012,48129," VA",Porsche,CayenneAWD
5122,2015,39668," NC",Ford,FocusSE
5123,2012,70355," OK",Ram,15004WD
5124,2015,29956," IL",Jeep,Grand
5125,2013,35610," IN",Cadillac,CTS
5126,2017,5343," NY",Mercedes-Benz,C-ClassC
5127,2015,44508," NE",Toyota,RAV4LE
5128,2006,99149," MA",Toyota,Camry
5129,2008,66914," SD",Audi,A64dr
5130,2014,55644," KY",Mercedes-Benz,E-ClassE350
5131,2016,32333," MO",Ford,F-1504WD
5132,2016,41813," OK",Ford,Super
5133,2015,42605," TX",Hyundai,Genesis
5134,2016,7266," NJ",Honda,AccordLX
5135,2017,1220," IL",Chevrolet,Express
5136,2008,151066," OH",GMC,Sierra
5137,2011,83770," CA",Ford,F-1504WD
5138,1999,57965," CA",Porsche,911
5139,2014,35562," TX",Kia,OptimaEX
5140,2016,26377," NJ",Jeep,Wrangler
5141,2014,36082," FL",BMW,3
5142,2015,23873," GA",Nissan,Armada4WD
5143,2004,107297," CA",Mazda,Mazda64dr
5144,2013,43561," WA",Land,Rover
5145,2012,49963," PA",Ram,15004WD
5146,2014,35322," IN",BMW,5
5147,2008,60543," TX",GMC,AcadiaFWD
5148,2015,58414," OH",Hyundai,Santa
5149,2014,36088," PA",Honda,Accord
5150,2014,27454," FL",BMW,X5xDrive35i
5151,2011,87177," MD",Lexus,RX
5152,2013,39875," CA",BMW,3
5153,2016,31841," FL",Ford,Escape4WD
5154,2007,92200," CT",Ford,Explorer4WD
5155,2015,116891," GA",GMC,TerrainFWD
5156,2016,513," NC",Chevrolet,CamaroCoupe
5157,2010,93717," CO",Chevrolet,TraverseFWD
5158,2013,26250," IN",Volkswagen,CC4dr
5159,2017,21880," CA",Chevrolet,MalibuLT
5160,2016,40548," GA",Ford,FusionSE
5161,2008,114515," FL",INFINITI,G35
5162,2015,21014," KS",Toyota,CorollaS
5163,2015,70864," NY",Jeep,CompassLatitude
5164,2014,15118," CO",Toyota,CamryL
5165,2016,36198," CA",Toyota,Tacoma2WD
5166,2016,39674," PA",Dodge,Grand
5167,2017,19343," MO",Ford,ExpeditionLimited
5168,2015,27303," TX",Kia,OptimaSX
5169,2016,19844," FL",Toyota,Tacoma2WD
5170,2014,36937," MD",Toyota,CamryLE
5171,2012,82405," OH",Chevrolet,TraverseAWD
5172,2014,77979," PA",Ford,ExplorerLimited
5173,2014,69496," ND",GMC,Sierra
5174,2012,58860," CO",INFINITI,QX564WD
5175,2016,8961," VA",Subaru,Impreza
5176,2017,21772," CA",Toyota,Yaris
5177,2015,23602," TX",Chevrolet,ColoradoCrew
5178,2011,78397," VA",Volvo,XC60AWD
5179,2015,19594," FL",Mercedes-Benz,C-ClassC300
5180,2017,4989," CT",Subaru,WRXSTI
5181,2011,121436," VA",Toyota,FJ
5182,2016,13018," CA",Ford,F-1502WD
5183,2015,7057," TX",Toyota,TundraSR5
5184,2015,24294," CT",Hyundai,Elantra4dr
5185,2005,123647," AZ",Ford,"Excursion137"""
5186,2015,45595," WA",Chrysler,200Limited
5187,2017,24350," SD",Chevrolet,EquinoxAWD
5188,2016,36633," TX",Chevrolet,Tahoe2WD
5189,2008,99923," GA",Ford,Explorer4WD
5190,2011,102734," FL",Kia,Sportage2WD
5191,2012,91274," TN",Scion,xB5dr
5192,2014,31823," IL",Kia,SportageLX
5193,2012,93899," FL",Hyundai,Sonata4dr
5194,2017,15789," KS",Chevrolet,CruzeSedan
5195,2016,29730," OK",Dodge,ChargerSXT
5196,2010,59696," OK",Jeep,Wrangler
5197,2013,53270," WA",GMC,Sierra
5198,2013,78614," AZ",Dodge,ChargerSXT
5199,2015,46003," UT",Volkswagen,Passat4dr
5200,2011,60022," GA",Land,Rover
5201,2006,107099," MI",Mitsubishi,Eclipse3dr
5202,2017,20960," FL",Nissan,Armada4WD
5203,2010,65870," CA",Dodge,Challenger2dr
5204,2008,93460," CA",Ford,EscapeFWD
5205,2015,29847," FL",Kia,OptimaEX
5206,2012,105231," NV",Nissan,Versa4dr
5207,2013,50086," UT",Ford,Super
5208,2012,27918," MO",Toyota,Camry4dr
5209,2016,28298," PA",Honda,CR-VEX-L
5210,2011,98280," WA",Hyundai,Sonata4dr
5211,2016,22700," NM",Jeep,PatriotSport
5212,2011,69980," MO",Ram,35004WD
5213,2013,80424," CO",BMW,X3xDrive28i
5214,2008,170369," UT",Honda,Civic
5215,2013,50418," NC",Ford,F-150SuperCrew
5216,2006,98013," IA",Chevrolet,Impala4dr
5217,2013,67868," GA",Ford,FusionSE
5218,2016,34588," CA",Toyota,CamrySE
5219,2013,45005," CA",Lexus,RXRX
5220,2014,32830," CA",Chevrolet,CamaroCoupe
5221,2010,83579," TX",Chevrolet,Silverado
5222,2015,28705," NY",Mercedes-Benz,M-ClassML350
5223,2008,60223," GA",Chevrolet,Corvette2dr
5224,2017,4836," CA",BMW,3
5225,2009,103402," KY",Nissan,Maxima4dr
5226,2016,36016," GA",Kia,Soul+
5227,2014,24137," TX",Toyota,CorollaS
5228,2016,38274," NC",Chevrolet,MalibuLT
5229,2010,111550," FL",Honda,Accord
5230,2013,55872," IN",Chrysler,300300S
5231,2016,9556," TX",Jeep,Wrangler
5232,2013,46877," MD",Kia,SoulBase
5233,2017,40913," IL",Hyundai,Santa
5234,2015,36629," TX",GMC,TerrainFWD
5235,2015,45132," AZ",Chevrolet,Tahoe4WD
5236,2012,73178," TX",Dodge,Charger4dr
5237,2013,75056," MD",Chevrolet,Malibu1LT
5238,2015,29107," PA",GMC,AcadiaAWD
5239,2015,53835," CO",Chevrolet,Silverado
5240,2004,116719," VA",Acura,TSXAutomatic
5241,2008,97225," IL",Dodge,Ram
5242,2015,55179," GA",Ford,EscapeSE
5243,2010,5," LA",Lexus,IS
5244,2012,127498," TN",Nissan,Altima4dr
5245,2014,53812," CA",Ford,EdgeSEL
5246,2017,12546," FL",GMC,Yukon2WD
5247,2014,20914," FL",Cadillac,SRXLuxury
5248,2011,92334," SC",Mazda,Mazda64dr
5249,2011,44416," IL",Honda,CR-V2WD
5250,2006,118151," TX",Chevrolet,Monte
5251,2010,97450," FL",Ford,Taurus4dr
5252,2016,24605," VA",Jeep,Wrangler
5253,2006,138259," CA",Volkswagen,Passat
5254,2012,71404," VT",Honda,PilotEX-L
5255,2017,9656," CA",Land,Rover
5256,2010,74214," MA",Nissan,Altima4dr
5257,2015,40791," GA",Kia,SorentoLX
5258,2015,59407," CT",Ford,FusionSE
5259,2008,71228," TX",Dodge,Ram
5260,2016,31057," CA",Ford,Transit
5261,2017,15693," NC",Ram,1500Laramie
5262,2016,47635," OH",Toyota,AvalonXLE
5263,2017,9781," GA",Chevrolet,TraverseFWD
5264,2007,130276," CA",INFINITI,G35
5265,2017,2554," OK",Chevrolet,Silverado
5266,2013,50740," AL",Ford,F-150XLT
5267,2014,31591," CA",BMW,5
5268,2015,23738," AZ",Honda,CR-VEX
5269,2007,145433," VA",Chevrolet,Tahoe2WD
5270,2013,50971," AZ",Chevrolet,CamaroCoupe
5271,2007,113554," NE",Toyota,Corolla4dr
5272,2006,105983," OR",Ford,MustangGT
5273,2015,52213," NC",Ford,Transit
5274,2009,110008," MO",Ford,EscapeFWD
5275,2011,153866," NE",Buick,LaCrosse4dr
5276,2015,42537," CT",Kia,OptimaLX
5277,2012,72859," OR",Ram,15004WD
5278,2014,55967," MA",GMC,Sierra
5279,2012,84709," PA",Ford,Super
5280,2017,7521," IN",Dodge,Grand
5281,2014,24134," FL",Honda,Civic
5282,2014,94260," TN",Kia,SoulBase
5283,2010,49987," OH",Chevrolet,EquinoxAWD
5284,2009,101850," CA",Acura,MDXAWD
5285,2008,59147," SC",BMW,3
5286,2015,44769," MS",Ford,ExplorerXLT
5287,2014,32418," CT",Subaru,Legacy2.5i
5288,2014,52085," NH",Toyota,TacomaBase
5289,2014,18295," PA",Hyundai,Elantra4dr
5290,2017,23776," MD",Kia,Soul+
5291,2007,121842," KS",Toyota,RAV4Limited
5292,2017,29864," OH",Hyundai,Santa
5293,2016,20842," CO",Chevrolet,EquinoxAWD
5294,2015,48162," CA",Kia,OptimaEX
5295,2017,624," WA",Honda,CR-VLX
5296,2016,16176," PA",Toyota,CamrySE
5297,2014,25403," TN",Chevrolet,EquinoxFWD
5298,2008,74110," NJ",Toyota,SequoiaSR5
5299,2002,144003," OK",Chevrolet,Suburban4dr
5300,2017,1779," MN",Honda,Accord
5301,2017,14799," UT",Ford,FusionS
5302,2013,57128," NH",Ford,ExplorerXLT
5303,2014,28517," UT",MINI,Cooper
5304,2015,34995," IL",Honda,CR-VLX
5305,2015,34365," LA",Chevrolet,EquinoxFWD
5306,2006,172000," AZ",Dodge,Ram
5307,2011,70890," CA",Ford,EdgeLimited
5308,2010,126203," VA",Dodge,JourneyFWD
5309,2015,54556," FL",Chrysler,200Limited
5310,2016,17099," NY",Toyota,CorollaLE
5311,2004,170879," TX",Ford,Mustang2dr
5312,2014,12833," WI",Volkswagen,TiguanSE
5313,2017,40517," CA",Hyundai,Santa
5314,2017,30942," MO",Chevrolet,CruzeSedan
5315,2013,51510," NH",Kia,SportageSX
5316,2010,122685," LA",Ford,Super
5317,2016,47497," CO",Chevrolet,CruzeLT
5318,2011,110005," FL",Ford,F-250Lariat
5319,2017,603," PA",Ford,MustangShelby
5320,2013,34699," CT",Jeep,Grand
5321,2017,51601," CA",Ford,Expedition
5322,2011,101342," TX",Mazda,CX-9FWD
5323,2013,77317," NJ",Chevrolet,Express
5324,2015,27636," NY",Cadillac,SRXLuxury
5325,2016,11926," NC",Chevrolet,Suburban4WD
5326,2012,83178," NC",Dodge,Grand
5327,2016,33094," LA",Jeep,Grand
5328,2015,34272," AZ",Honda,CR-VEX
5329,2015,51368," NC",Jeep,Wrangler
5330,2011,83196," NC",Toyota,4RunnerRWD
5331,2015,45496," AZ",Chevrolet,Silverado
5332,2012,69041," AR",Chrysler,Town
5333,2015,36200," TX",Chrysler,300300S
5334,2017,24690," ME",Kia,SorentoLX
5335,2014,28149," LA",Volkswagen,TiguanSE
5336,2013,71555," VA",Toyota,AvalonXLE
5337,2012,55900," NC",Ram,15004WD
5338,2011,33037," IL",Cadillac,CTS-V
5339,2015,31329," CA",Volkswagen,Jetta
5340,2013,152124," IA",Ford,F-150FX4
5341,2015,9344," KY",Chevrolet,CamaroCoupe
5342,2012,120512," AL",Ford,F-1504WD
5343,2006,68721," PA",Ford,Econoline
5344,2014,30514," KY",Mercedes-Benz,E-ClassE350
5345,2011,111289," CO",GMC,AcadiaAWD
5346,2015,37894," IN",Toyota,SiennaXLE
5347,2010,73571," MN",Ford,F-150FX4
5348,2010,39165," NC",Dodge,Challenger2dr
5349,2014,65123," GA",Chevrolet,Silverado
5350,2013,56026," OH",Chevrolet,EquinoxFWD
5351,2011,124066," NC",Ford,Expedition
5352,2015,50425," MO",GMC,Yukon4WD
5353,2014,36867," KS",Toyota,CorollaLE
5354,2014,75634," CA",Volkswagen,Passat4dr
5355,2011,57650," IL",Jeep,Wrangler
5356,2015,48944," TX",Toyota,4RunnerLimited
5357,2010,143711," TX",Honda,Accord
5358,2014,19189," MI",Ford,EdgeSEL
5359,2016,15916," TN",Chevrolet,EquinoxFWD
5360,2012,54602," TX",Toyota,4RunnerRWD
5361,2017,32657," CA",Hyundai,Elantra4dr
5362,2016,27525," VA",Dodge,JourneyAWD
5363,2016,14230," PA",Ford,Transit
5364,2017,23199," TX",Mercedes-Benz,C-ClassC
5365,2010,74776," AZ",Toyota,Tundra
5366,2015,40121," CA",Cadillac,CTS
5367,2013,61666," NC",Cadillac,SRXLuxury
5368,2014,36032," IL",GMC,AcadiaAWD
5369,2017,37730," MO",Ford,EscapeFWD
5370,2008,151261," CO",Chevrolet,Avalanche4WD
5371,2015,79477," NJ",Buick,EnclavePremium
5372,2014,25309," MA",GMC,Sierra
5373,2014,21612," WA",Ford,F-1504WD
5374,2012,54564," TX",Chevrolet,EquinoxFWD
5375,2016,47498," TN",Chevrolet,EquinoxFWD
5376,2015,36269," GA",Nissan,Pathfinder2WD
5377,2009,140429," FL",GMC,Sierra
5378,2005,139377," TX",Toyota,SequoiaSR5
5379,2016,7963," IN",Honda,AccordEX-L
5380,2016,15135," PA",Dodge,JourneyFWD
5381,2017,2609," IL",Mercedes-Benz,C-ClassC
5382,2009,41590," IL",MINI,Cooper
5383,2005,189180," GA",GMC,Canyon2WD
5384,2014,40709," VA",Ford,F-150XLT
5385,2012,123652," OK",Honda,Accord
5386,2009,30677," PA",Nissan,Altima4dr
5387,2014,19649," VA",Ford,EscapeSE
5388,2014,47248," KS",Ford,FlexLimited
5389,2015,26358," CA",Ford,F-1502WD
5390,2017,10465," NC",Ram,25004WD
5391,2014,59030," IL",Ford,ExplorerXLT
5392,2017,15131," TN",Chevrolet,Silverado
5393,2004,137601," TX",Ford,F-1502WD
5394,2011,53795," VA",Mazda,Mazda34dr
5395,2016,22135," NY",BMW,3
5396,2013,30678," NY",Ford,F-150FX4
5397,2013,84201," NC",Jeep,Wrangler
5398,2008,82588," MI",Dodge,Ram
5399,2015,38884," TX",Ford,F-150XL
5400,2017,30972," CA",Hyundai,Elantra4dr
5401,2004,99020," IL",Dodge,Ram
5402,2015,32806," CA",Hyundai,Sonata4dr
5403,2015,19332," MA",Chevrolet,Silverado
5404,2016,38514," IN",Toyota,CorollaS
5405,2017,25836," CO",Kia,SportageLX
5406,2016,33310," GA",Chevrolet,Silverado
5407,2015,51190," FL",Mercedes-Benz,E-ClassE350
5408,2014,45899," OR",Chevrolet,CamaroCoupe
5409,2017,14957," NM",Buick,EnclaveLeather
5410,2011,79717," NE",INFINITI,QX564WD
5411,2011,97046," FL",Honda,Pilot2WD
5412,2014,103513," NJ",GMC,TerrainAWD
5413,2015,43947," TX",Hyundai,SonataLimited
5414,2015,45573," CA",Nissan,Pathfinder2WD
5415,2006,147063," CA",Toyota,RAV4Sport
5416,2012,139244," MO",Chevrolet,Silverado
5417,2014,31951," CA",Volkswagen,Jetta
5418,2011,82993," KS",Jeep,Grand
5419,2015,19997," WI",Toyota,HighlanderLimited
5420,2017,33827," MD",Hyundai,Santa
5421,2011,69822," NC",Jeep,Wrangler4WD
5422,2014,22955," PA",Honda,Accord
5423,2017,24936," VA",Dodge,Grand
5424,2017,17475," CO",Chevrolet,TraverseAWD
5425,2013,29738," OH",INFINITI,G37
5426,2010,108971," TX",Chevrolet,TraverseAWD
5427,2010,74833," AL",Chevrolet,Silverado
5428,2015,47579," KY",Volkswagen,TiguanS
5429,2014,63140," MA",Honda,CR-VLX
5430,2014,37961," FL",Honda,CR-VEX-L
5431,2012,79970," IN",Ram,15002WD
5432,2017,38386," OR",Hyundai,Elantra4dr
5433,2011,39997," TN",Honda,CR-ZEX
5434,2016,41934," AZ",Chevrolet,SonicSedan
5435,2015,26540," FL",Toyota,CorollaS
5436,2012,132976," CO",GMC,Sierra
5437,2015,18003," CA",Nissan,Murano2WD
5438,2013,63496," SC",Ford,F-150XLT
5439,2012,111286," UT",Ford,Fusion4dr
5440,2012,75089," FL",Toyota,Corolla4dr
5441,2013,32714," NC",Toyota,Tundra
5442,2011,97824," TX",Ram,15002WD
5443,2014,24685," CO",Hyundai,ElantraLimited
5444,2012,68473," CA",Honda,OdysseyTouring
5445,2016,19031," MO",Honda,Pilot4WD
5446,2013,96596," TN",Ford,F-150SuperCrew
5447,2014,64414," VA",Chevrolet,Silverado
5448,2017,25890," KY",GMC,AcadiaAWD
5449,2015,19598," ID",Toyota,PriusTwo
5450,2016,76084," OH",Chevrolet,MalibuLS
5451,2005,158881," CO",Acura,TSXAutomatic
5452,2011,93000," AZ",Nissan,Armada4WD
5453,2014,29087," NY",Toyota,Prius
5454,2004,207233," OH",Dodge,Ram
5455,2008,99577," PA",Chrysler,3004dr
5456,2014,16572," NC",Dodge,ChallengerR/T
5457,2012,28578," WA",Chevrolet,Tahoe4WD
5458,2011,98497," LA",GMC,Sierra
5459,2016,15743," VA",Honda,Civic
5460,2006,55662," TN",Mazda,MX5
5461,2014,49228," FL",Chevrolet,Tahoe2WD
5462,2012,54525," VA",Toyota,Tundra
5463,2017,32608," MA",Hyundai,Santa
5464,2014,60867," FL",Hyundai,Elantra
5465,2015,23614," NV",Toyota,CorollaLE
5466,2009,67127," GA",Toyota,CorollaS
5467,2008,192161," KY",Ford,Explorer
5468,2015,42316," TX",Honda,Accord
5469,2000,63391," OR",Porsche,Boxster2dr
5470,2003,223330," AZ",Toyota,Tundra4WD
5471,2017,3649," ID",Chevrolet,CruzeSedan
5472,2011,75103," TX",Jeep,Wrangler
5473,2016,11294," IL",BMW,5
5474,2017,12975," IA",Ford,Explorer4WD
5475,2015,35240," FL",Chevrolet,Tahoe2WD
5476,2010,116502," NJ",Chevrolet,EquinoxAWD
5477,2014,50785," TX",Hyundai,Genesis
5478,2009,137210," GA",BMW,5
5479,2014,46581," UT",Subaru,Legacy2.5i
5480,2017,22746," TX",Chevrolet,TraverseFWD
5481,2011,99244," TX",BMW,3
5482,2016,14102," FL",Hyundai,ElantraLimited
5483,2016,40168," MD",Dodge,Grand
5484,2006,78498," CO",BMW,5
5485,2013,71163," NV",Honda,Civic
5486,2014,35778," WA",BMW,3
5487,2015,17845," PA",Ford,Super
5488,2016,28473," IL",Subaru,Impreza
5489,2014,40618," CO",Ford,F-150XLT
5490,2012,28847," CA",Jeep,Grand
5491,2005,159131," CA",Nissan,Maxima4dr
5492,2014,41471," TX",Kia,SportageLX
5493,2016,10197," VA",Jeep,PatriotSport
5494,2016,14433," ID",GMC,Sierra
5495,2015,34936," OH",Kia,SorentoLX
5496,2013,84524," TX",Volkswagen,Jetta
5497,2011,113819," NJ",Toyota,Sequoia4WD
5498,2015,39403," MI",Dodge,DurangoAWD
5499,2014,34875," GA",Chrysler,300300C
5500,2016,18686," WA",Toyota,HighlanderLimited
5501,2015,21554," CA",Jeep,Grand
5502,2013,74892," NY",Hyundai,ElantraLimited
5503,2015,27525," AL",Chevrolet,Silverado
5504,2017,7957," FL",Chevrolet,TraverseFWD
5505,2014,41824," AL",Cadillac,SRXLuxury
5506,2012,68292," TX",Volkswagen,Jetta
5507,2014,38888," FL",Chevrolet,CamaroCoupe
5508,2017,32056," CA",Kia,SorentoLX
5509,2016,39932," ND",Jeep,CompassLatitude
5510,2004,124393," PA",Volkswagen,Jetta
5511,2014,14764," NY",Honda,CR-VLX
5512,2014,34249," NY",Mercedes-Benz,E-ClassE350
5513,2017,37803," CA",Kia,SedonaLX
5514,2017,7405," MN",Mercedes-Benz,E-ClassE
5515,2015,28617," CA",Toyota,CorollaL
5516,2006,108270," WI",Ford,Mustang2dr
5517,2013,34788," GA",Tesla,Model
5518,2014,34736," IL",Honda,CivicLX
5519,2013,46401," IN",Mercedes-Benz,C-ClassC350
5520,2017,11298," IL",Nissan,Armada4WD
5521,2015,7477," CT",Honda,Accord
5522,2006,74576," NJ",Chrysler,Town
5523,2014,50006," MA",Honda,RidgelineSport
5524,2010,107003," IL",Chrysler,Town
5525,2014,40531," MD",Honda,OdysseyLX
5526,2007,143863," MA",Ford,Explorer
5527,2016,17771," NJ",Chevrolet,Silverado
5528,2013,72745," TX",Hyundai,SonataSE
5529,2014,66465," NJ",Jeep,CompassLimited
5530,2016,35709," WA",Toyota,CorollaS
5531,2012,88375," TX",INFINITI,QX562WD
5532,2013,52177," IN",Jeep,Grand
5533,2010,123366," MI",Chevrolet,TraverseAWD
5534,2016,34505," IA",Chrysler,Town
5535,2014,58937," GA",Buick,LaCrosseFWD
5536,2012,132885," MA",Ford,F-150FX4
5537,2015,6015," CA",Volkswagen,Jetta
5538,2014,37788," OH",Subaru,Outback2.5i
5539,2017,28536," NJ",Ford,FusionSE
5540,2012,97207," UT",Subaru,Outback3.6R
5541,2006,108622," WA",Subaru,Legacy2.5i
5542,2015,43903," MD",Hyundai,SonataSE
5543,2015,21893," PA",Mercedes-Benz,E-ClassE350
5544,2014,66722," OH",Ford,FusionSE
5545,2015,39276," IL",Chevrolet,MalibuLS
5546,2014,38221," MD",Hyundai,Santa
5547,2016,49634," PA",Chevrolet,Tahoe4WD
5548,2013,70548," MO",Jeep,Grand
5549,2011,84669," IN",Dodge,Challenger2dr
5550,2011,90222," OK",Jeep,Wrangler4WD
5551,2017,8052," FL",Hyundai,Santa
5552,2014,14991," GA",Hyundai,Santa
5553,2014,24643," PA",Jeep,Grand
5554,2017,39996," GA",Chevrolet,Suburban2WD
5555,2008,114636," MI",Pontiac,Grand
5556,2016,7367," CA",Volvo,S60T5
5557,2014,43464," NV",Hyundai,ElantraLimited
5558,2016,25657," FL",Volkswagen,Jetta
5559,2012,41823," FL",Volkswagen,Passat4dr
5560,2014,58813," SC",Hyundai,Santa
5561,2014,64080," NV",Volkswagen,Jetta
5562,2016,11000," MI",Chrysler,Town
5563,2004,23745," CA",Chevrolet,Corvette2dr
5564,2014,32554," MN",Volkswagen,Jetta
5565,2010,66872," NY",Subaru,Forester4dr
5566,2016,45291," FL",Chrysler,200Limited
5567,2014,38646," PA",Lexus,IS
5568,2016,39225," SC",Kia,SedonaLX
5569,2008,127690," CA",Lexus,ES
5570,2016,34210," NY",Jeep,Grand
5571,2017,25894," MI",Dodge,ChargerSXT
5572,2012,35533," NV",Ram,25004WD
5573,2010,93013," CA",Honda,Accord
5574,2015,12628," NM",Ford,EscapeSE
5575,2013,85637," MO",Hyundai,TucsonLimited
5576,2015,12021," OK",Chrysler,200S
5577,2017,34707," FL",Ford,Escape4WD
5578,2010,160999," WA",Dodge,Grand
5579,2017,6208," GA",GMC,Sierra
5580,2012,43762," OH",Ford,Taurus4dr
5581,2014,51848," PA",Honda,PilotTouring
5582,2010,75018," NJ",Ford,F-1504WD
5583,2015,8087," TX",Lexus,ISIS
5584,2015,29996," NM",Mitsubishi,Outlander
5585,2015,22345," IL",Toyota,RAV4Limited
5586,2012,108969," TX",Ford,F-1504WD
5587,2015,77577," GA",Toyota,CamrySE
5588,2014,24094," KY",Cadillac,SRXLuxury
5589,2016,22335," MA",Kia,ForteLX
5590,2013,64054," FL",Volkswagen,Jetta
5591,2008,149039," FL",Dodge,Charger4dr
5592,2012,48861," CA",Volkswagen,Jetta
5593,2013,74095," NC",Ford,FiestaSE
5594,2017,18925," AZ",Ford,Super
5595,2013,61019," MI",GMC,Sierra
5596,2005,41020," CT",Nissan,350Z2dr
5597,2012,69144," UT",Ford,F-150Lariat
5598,2003,125381," CA",Toyota,4Runner4dr
5599,2011,75654," WA",Dodge,Challenger2dr
5600,2011,78965," IL",BMW,3
5601,2014,42988," AZ",Kia,SoulBase
5602,2016,29005," VA",Lexus,RX
5603,2017,11201," WI",Hyundai,Santa
5604,2015,30339," GA",Lexus,RXRX
5605,2012,83498," OK",Nissan,Titan2WD
5606,2010,85990," VA",Hyundai,Sonata4dr
5607,2013,79219," CO",Ford,ExplorerLimited
5608,2009,131247," NC",Toyota,PriusBase
5609,2016,38769," CO",Chevrolet,Malibu
5610,2015,35852," OK",Jeep,Grand
5611,2009,82312," GA",Ford,MustangBase
5612,2017,39468," CO",Ford,Escape4WD
5613,2017,17126," GA",Kia,SorentoLX
5614,2015,25476," TN",Toyota,CorollaS
5615,2015,67082," GA",Toyota,Tacoma4WD
5616,2016,40754," CA",Jeep,CompassLatitude
5617,2004,132975," CA",Dodge,Ram
5618,2015,32507," NJ",Toyota,PriusThree
5619,2016,39295," KS",Volkswagen,Passat4dr
5620,2000,149093," OH",Lexus,LS
5621,2012,69951," NV",Chevrolet,Silverado
5622,2016,32108," CO",Ford,ExpeditionXLT
5623,2013,28271," WI",Ford,FocusTitanium
5624,2014,55420," VA",Lexus,LX
5625,2001,80500," NC",Ford,F-150XLT
5626,2010,46880," AL",Chevrolet,Camaro2dr
5627,2017,4278," TX",Mercedes-Benz,C-ClassC
5628,2009,139640," TN",Lexus,RX
5629,2014,47077," OH",Nissan,MuranoAWD
5630,2016,11132," FL",Chevrolet,Silverado
5631,2017,11904," CA",Jeep,Grand
5632,2015,45673," MA",Ford,FusionSE
5633,2016,33035," TN",Dodge,Grand
